as_of_date,rank,pitcher,rating
2026-08-28,596,Mike Baumann,1497.1
2026-08-28,597,Ross Stripling,1497.1
2026-08-28,598,Seth Frankoff,1497.1
2026-08-28,599,Aaron Brooks,1497.1
2026-08-28,600,Dauri Moreta,1497.1
2026-08-28,601,Julian Aguiar,1497.1
2026-08-28,602,Adrián Martinez,1497.1
2026-08-28,603,Deivi García,1497.0
2026-08-28,604,Iván Nova,1497.0
2026-08-28,605,Beau Burrows,1497.0
2026-08-28,606,Pierson Ohl,1497.0
2026-08-28,607,Bailey Falter,1497.0
2026-08-28,608,Edgardo Henriquez,1496.9
2026-08-28,609,Scott Blewett,1496.9
2026-08-28,610,Darren McCaughan,1496.9
2026-08-28,611,Jake Odorizzi,1496.9
2026-08-28,612,Tyler Phillips,1496.9
2026-08-28,613,Albert Suárez,1496.8
2026-08-28,614,JR Ritchie,1496.8
2026-08-28,615,Ryan Weiss,1496.8
2026-08-28,616,Andrew Morris,1496.8
2026-08-28,617,Erasmo Ramírez,1496.8
2026-08-28,618,Daniel Mengden,1496.8
2026-08-28,619,Austin Pruitt,1496.7
2026-08-28,620,Antonio Santos,1496.7
2026-08-28,621,Tanner Banks,1496.7
2026-08-28,622,Sam Coonrod,1496.7
